ID,Game_ID,Team,Line,Book,Home_Team,Away_Team,Start_Time,League,Line_Update,WinProbability,BookB,TeamB,LineB,WinProbabilityB,CombineWinProbability,WagerB,PayoutB,WagerA,PayoutA,CombineWager,CombinePayuot,MinimumNetPayout,MaximumNetPayout,WagerARounded,PayoutARounded,CombineWagerRounded,CombinePayuotRounded,MinimumNetPayoutRounded,MaximumNetPayoutRounded
9a3fb9ba8bc4a0f35b0ccbd6c0c6ae91,2,Kansas City Royals,2.65,betrivers,Chicago White Sox,Kansas City Royals,2023-05-20 14:10:00,MLB,2023-05-20 00:31:33,0.37735849056603776,draftkings,Chicago White Sox,1.57,0.6369426751592356,1.0143011657252734,100,157.0,59.24528301886793,157.0,159.24528301886792,314.0,-2.245283018867923,-2.245283018867923,59.0,156.35,159.0,313.35,-2.6500000000000057,-2.6500000000000057
cb17f99c96dea1465070c51cca44d7dc,5,Chicago Cubs,2.45,betmgm,Philadelphia Phillies,Chicago Cubs,2023-05-20 16:05:00,MLB,2023-05-20 00:31:54,0.4081632653061224,betus,Philadelphia Phillies,1.65,0.6060606060606061,1.0142238713667284,100,165.0,67.3469387755102,165.0,167.34693877551018,330.0,-2.346938775510182,-2.346938775510182,67.0,164.15,167.0,329.15,-2.8499999999999943,-2.8499999999999943
cb17f99c96dea1465070c51cca44d7dc,5,Chicago Cubs,2.45,wynnbet,Philadelphia Phillies,Chicago Cubs,2023-05-20 16:05:00,MLB,2023-05-20 00:28:28,0.4081632653061224,betus,Philadelphia Phillies,1.65,0.6060606060606061,1.0142238713667284,100,165.0,67.3469387755102,165.0,167.34693877551018,330.0,-2.346938775510182,-2.346938775510182,67.0,164.15,167.0,329.15,-2.8499999999999943,-2.8499999999999943
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,19.0,fanduel,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:18:57,0.05263157894736842,pointsbetus,Los Angeles Angels,1.03,0.970873786407767,1.0235053653551354,100,103.0,5.421052631578948,103.00000000000001,105.42105263157895,206.0,-2.421052631578945,-2.421052631578945,5.0,95.0,105.0,198.0,-10.0,-10.0
8e7bc3a287071b73f6bb6331f42ee7db,7,Detroit Tigers,2.02,betus,Washington Nationals,Detroit Tigers,2023-05-20 16:05:00,MLB,2023-05-20 00:31:03,0.49504950495049505,betrivers,Washington Nationals,1.93,0.5181347150259068,1.0131842199764018,100,193.0,95.54455445544555,193.0,195.54455445544556,386.0,-2.5445544554455637,-2.5445544554455637,96.0,193.92000000000002,196.0,386.92,-3.0,-3.0
8e7bc3a287071b73f6bb6331f42ee7db,7,Washington Nationals,1.93,betrivers,Washington Nationals,Detroit Tigers,2023-05-20 16:05:00,MLB,2023-05-20 00:31:33,0.5181347150259068,betus,Detroit Tigers,2.02,0.49504950495049505,1.0131842199764018,100,202.0,104.66321243523316,202.0,204.66321243523316,404.0,-2.663212435233163,-2.663212435233163,105.0,202.65,205.0,404.65,-3.0,-3.0
a5929487d624fde848d6f5681a799965,4,Arizona Diamondbacks,2.25,wynnbet,Pittsburgh Pirates,Arizona Diamondbacks,2023-05-20 16:05:00,MLB,2023-05-20 00:28:28,0.4444444444444444,betus,Pittsburgh Pirates,1.75,0.5714285714285714,1.0158730158730158,100,175.0,77.77777777777777,175.0,177.77777777777777,350.0,-2.7777777777777715,-2.7777777777777715,78.0,175.5,178.0,350.5,-3.0,-3.0
a5929487d624fde848d6f5681a799965,4,Arizona Diamondbacks,2.25,wynnbet,Pittsburgh Pirates,Arizona Diamondbacks,2023-05-20 16:05:00,MLB,2023-05-20 00:28:28,0.4444444444444444,betrivers,Pittsburgh Pirates,1.75,0.5714285714285714,1.0158730158730158,100,175.0,77.77777777777777,175.0,177.77777777777777,350.0,-2.7777777777777715,-2.7777777777777715,78.0,175.5,178.0,350.5,-3.0,-3.0
bd4162a0260b0a3314227c1463c910c7,3,Baltimore Orioles,2.3,wynnbet,Toronto Blue Jays,Baltimore Orioles,2023-05-20 15:07:00,MLB,2023-05-20 00:28:28,0.4347826086956522,betrivers,Toronto Blue Jays,1.72,0.5813953488372093,1.0161779575328616,100,172.0,74.78260869565219,172.00000000000003,174.7826086956522,344.0,-2.7826086956521863,-2.7826086956521863,75.0,172.5,175.0,344.5,-3.0,-3.0
eda61dfe9a4b9503cc608dd1b0646439,8,Miami Marlins,2.5,wynnbet,San Francisco Giants,Miami Marlins,2023-05-20 16:05:00,MLB,2023-05-20 00:28:28,0.4,betrivers,San Francisco Giants,1.62,0.6172839506172839,1.017283950617284,100,162.0,64.8,162.0,164.8,324.0,-2.8000000000000114,-2.8000000000000114,65.0,162.5,165.0,324.5,-3.0,-3.0
c29149d7163c7392eed06aec896064ba,9,Cleveland Guardians,2.5,fanduel,New York Mets,Cleveland Guardians,2023-05-20 16:10:00,MLB,2023-05-20 00:31:24,0.4,betrivers,New York Mets,1.62,0.6172839506172839,1.017283950617284,100,162.0,64.8,162.0,164.8,324.0,-2.8000000000000114,-2.8000000000000114,65.0,162.5,165.0,324.5,-3.0,-3.0
c29149d7163c7392eed06aec896064ba,9,Cleveland Guardians,2.5,wynnbet,New York Mets,Cleveland Guardians,2023-05-20 16:10:00,MLB,2023-05-20 00:28:28,0.4,betrivers,New York Mets,1.62,0.6172839506172839,1.017283950617284,100,162.0,64.8,162.0,164.8,324.0,-2.8000000000000114,-2.8000000000000114,65.0,162.5,165.0,324.5,-3.0,-3.0
745d07987643f66b1e2bd332a6938e3d,10,Oakland Athletics,3.5,betrivers,Houston Astros,Oakland Athletics,2023-05-20 16:10:00,MLB,2023-05-20 00:31:33,0.2857142857142857,wynnbet,Houston Astros,1.36,0.7352941176470588,1.0210084033613445,100,136.0,38.857142857142854,136.0,138.85714285714286,272.0,-2.857142857142861,-2.857142857142861,39.0,136.5,139.0,272.5,-3.0,-3.0
9a3fb9ba8bc4a0f35b0ccbd6c0c6ae91,2,Kansas City Royals,2.65,wynnbet,Chicago White Sox,Kansas City Royals,2023-05-20 14:10:00,MLB,2023-05-20 00:28:28,0.37735849056603776,betus,Chicago White Sox,1.56,0.641025641025641,1.0183841315916786,100,156.0,58.86792452830189,156.0,158.8679245283019,312.0,-2.8679245283018986,-2.8679245283018986,59.0,156.35,159.0,312.35,-3.0,-3.0
9a3fb9ba8bc4a0f35b0ccbd6c0c6ae91,2,Kansas City Royals,2.65,betrivers,Chicago White Sox,Kansas City Royals,2023-05-20 14:10:00,MLB,2023-05-20 00:31:33,0.37735849056603776,betus,Chicago White Sox,1.56,0.641025641025641,1.0183841315916786,100,156.0,58.86792452830189,156.0,158.8679245283019,312.0,-2.8679245283018986,-2.8679245283018986,59.0,156.35,159.0,312.35,-3.0,-3.0
0b2f2cda91300e5142e50e01eea55755,13,Minnesota Twins,2.08,fanduel,Los Angeles Angels,Minnesota Twins,2023-05-20 22:07:00,MLB,2023-05-20 00:31:24,0.4807692307692307,wynnbet,Los Angeles Angels,1.87,0.53475935828877,1.0155285890580008,100,187.0,89.90384615384615,187.0,189.90384615384613,374.0,-2.903846153846132,-2.903846153846132,90.0,187.20000000000002,190.0,374.20000000000005,-3.0,-3.0
0b2f2cda91300e5142e50e01eea55755,13,Minnesota Twins,2.08,fanduel,Los Angeles Angels,Minnesota Twins,2023-05-20 22:07:00,MLB,2023-05-20 00:31:24,0.4807692307692307,betus,Los Angeles Angels,1.87,0.53475935828877,1.0155285890580008,100,187.0,89.90384615384615,187.0,189.90384615384613,374.0,-2.903846153846132,-2.903846153846132,90.0,187.20000000000002,190.0,374.20000000000005,-3.0,-3.0
d140ec16fbee1387e9a4652cdaeb1ff4,6,Colorado Rockies,2.7,wynnbet,Texas Rangers,Colorado Rockies,2023-05-20 16:05:00,MLB,2023-05-20 00:28:28,0.37037037037037035,betus,Texas Rangers,1.54,0.6493506493506493,1.0197210197210196,100,154.0,57.03703703703703,154.0,157.03703703703704,308.0,-3.037037037037038,-3.037037037037038,57.0,153.9,157.0,307.9,-3.0999999999999943,-3.0999999999999943
cb17f99c96dea1465070c51cca44d7dc,5,Philadelphia Phillies,1.65,betus,Philadelphia Phillies,Chicago Cubs,2023-05-20 16:05:00,MLB,2023-05-20 00:31:03,0.6060606060606061,fanduel,Chicago Cubs,2.46,0.4065040650406504,1.0125646711012566,100,246.0,149.0909090909091,246.0,249.0909090909091,492.0,-3.0909090909090935,-3.0909090909090935,149.0,245.85,249.0,491.85,-3.1500000000000057,-3.1500000000000057
a5929487d624fde848d6f5681a799965,4,Arizona Diamondbacks,2.24,betus,Pittsburgh Pirates,Arizona Diamondbacks,2023-05-20 16:05:00,MLB,2023-05-20 00:31:03,0.4464285714285714,betrivers,Pittsburgh Pirates,1.75,0.5714285714285714,1.0178571428571428,100,175.0,78.12499999999999,174.99999999999997,178.125,350.0,-3.1250000000000284,-3.1250000000000284,78.0,174.72000000000003,178.0,349.72,-3.2799999999999727,-3.2799999999999727
61f238a6c24d918039fa43936258e482,14,Boston Red Sox,2.15,wynnbet,San Diego Padres,Boston Red Sox,2023-05-20 22:10:00,MLB,2023-05-20 00:28:28,0.46511627906976744,betus,San Diego Padres,1.81,0.5524861878453039,1.0176024669150714,100,181.0,84.18604651162791,181.0,184.18604651162792,362.0,-3.1860465116279215,-3.1860465116279215,84.0,180.6,184.0,361.6,-3.4000000000000057,-3.4000000000000057
745d07987643f66b1e2bd332a6938e3d,10,Oakland Athletics,3.6,fanduel,Houston Astros,Oakland Athletics,2023-05-20 16:10:00,MLB,2023-05-20 00:31:24,0.2777777777777778,betrivers,Houston Astros,1.34,0.7462686567164178,1.0240464344941955,100,134.0,37.22222222222222,134.0,137.22222222222223,268.0,-3.2222222222222285,-3.2222222222222285,37.0,133.20000000000002,137.0,267.20000000000005,-3.799999999999983,-3.799999999999983
745d07987643f66b1e2bd332a6938e3d,10,Oakland Athletics,3.6,fanduel,Houston Astros,Oakland Athletics,2023-05-20 16:10:00,MLB,2023-05-20 00:31:24,0.2777777777777778,draftkings,Houston Astros,1.34,0.7462686567164178,1.0240464344941955,100,134.0,37.22222222222222,134.0,137.22222222222223,268.0,-3.2222222222222285,-3.2222222222222285,37.0,133.20000000000002,137.0,267.20000000000005,-3.799999999999983,-3.799999999999983
