ID,Game_ID,Team,Line,Book,Home_Team,Away_Team,Start_Time,League,Line_Update,WinProbability,BookB,TeamB,LineB,WinProbabilityB,CombineWinProbability,WagerB,PayoutB,WagerA,PayoutA,CombineWager,CombinePayuot,MinimumNetPayout,MaximumNetPayout,WagerARounded,PayoutARounded,CombineWagerRounded,CombinePayuotRounded,MinimumNetPayoutRounded,MaximumNetPayoutRounded
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.01,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.9900990099009901,sugarhouse,Minnesota Twins,7.0,0.14285714285714285,1.1329561527581329,100,700.0,693.0693069306931,700.0,793.0693069306931,1400.0,-93.06930693069307,-93.06930693069307,693.0,699.93,793.0,1399.9299999999998,-93.07000000000005,-93.07000000000005
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.01,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.9900990099009901,barstool,Minnesota Twins,16.0,0.0625,1.05259900990099,100,1600.0,1584.1584158415842,1600.0,1684.1584158415842,3200.0,-84.1584158415842,-84.1584158415842,1584.0,1599.84,1684.0,3199.84,-84.16000000000008,-84.16000000000008
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.01,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.9900990099009901,foxbet,Minnesota Twins,5.0,0.2,1.19009900990099,100,500.0,495.049504950495,500.0,595.049504950495,1000.0,-95.04950495049502,-95.04950495049502,495.0,499.95,595.0,999.95,-95.05000000000001,-95.05000000000001
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.01,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.9900990099009901,mybookieag,Minnesota Twins,3.1,0.3225806451612903,1.3126796550622803,100,310.0,306.9306930693069,310.0,406.9306930693069,620.0,-96.93069306930693,-96.93069306930693,307.0,310.07,407.0,620.0699999999999,-97.0,-97.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.01,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.9900990099009901,pointsbetus,Minnesota Twins,14.0,0.07142857142857142,1.0615275813295615,100,1400.0,1386.1386138613861,1400.0,1486.1386138613861,2800.0,-86.13861386138615,-86.13861386138615,1386.0,1399.86,1486.0,2799.8599999999997,-86.1400000000001,-86.1400000000001
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,draftkings,Los Angeles Angels,1.02,0.9803921568627451,1.0148749154834347,100,102.0,3.5172413793103448,102.0,103.51724137931035,204.0,-1.5172413793103487,-1.5172413793103487,4.0,116.0,104.0,218.0,-2.0,-2.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,fanduel,Los Angeles Angels,1.02,0.9803921568627451,1.0148749154834347,100,102.0,3.5172413793103448,102.0,103.51724137931035,204.0,-1.5172413793103487,-1.5172413793103487,4.0,116.0,104.0,218.0,-2.0,-2.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,unibet_us,Los Angeles Angels,1.01,0.9900990099009901,1.0245817685216798,100,101.0,3.4827586206896552,101.0,103.48275862068965,202.0,-2.4827586206896513,-2.4827586206896513,3.0,87.0,103.0,188.0,-16.0,-16.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,twinspires,Los Angeles Angels,1.07,0.9345794392523364,0.969062197873026,100,107.0,3.689655172413793,107.0,103.6896551724138,214.0,3.3103448275862064,3.3103448275862064,4.0,116.0,104.0,223.0,3.0,3.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,sugarhouse,Los Angeles Angels,1.07,0.9345794392523364,0.969062197873026,100,107.0,3.689655172413793,107.0,103.6896551724138,214.0,3.3103448275862064,3.3103448275862064,4.0,116.0,104.0,223.0,3.0,3.0
